Senas ID,Senas autorius,Senas pavadinimas,Sena vieta,Patalpa,Lentyna,Pozicija,Perskaityta autorius,Perskaityta pavadinimas,Panašumas,Pasitikėjimas,Šaltinis,Viršelio nuotrauka,Pastaba
K00057,,,"Spinta A, 2 lentyna",Žagarinė priepirtis,17,1,King-Smith,,1,0.4,spine,,"knyga padėta aukštyn kojomis ir pakrypusi; matyti tik autoriaus pavardė „KING-SMITH“ ir leidyklos ženklas, pavadinimo neįskaityti"
K01704,Selemonas Paltanavičius,Lietuvos gyvūnai (?),"Medinė lentyna, 2 lentyna (dailės albumai)",Žagarinė priepirtis,17,4,,Gyvūnai,0.67,0.6,spine,,"tamsiai mėlyna nugarėlė, knyga aukštyn kojomis; greičiausiai tos pačios serijos kaip gretima „Edvardas Didysis ir Tedis Mažasis“"
K00861,,Kaukų magija,"Spinta G, 11 lentyna",Žagarinė priepirtis,17,6,,Kaukų magija,1,0.9,spine,,"violetinė nugarėlė, knyga aukštyn kojomis"
K00860,Michael Bond,"Meškiukas, vardu Padingtonas","Spinta G, 11 lentyna",Žagarinė priepirtis,17,7,Michael Bond,"Meškiukas, vardu Padingtonas",1.15,0.9,spine,,nugarėlėje tik pavardė „BOND“; knyga aukštyn kojomis
K00862,Leo Lionni,Swimmy,"Spinta G, 11 lentyna",Žagarinė priepirtis,17,9,Leo Lionni,Swimmy,1.15,0.9,spine,,
K00058,,,"Spinta A, 2 lentyna",Žagarinė priepirtis,17,10,Serge Brussolo,,1,0.6,spine,,"juoda nugarėlė; matyti tik pavardė „Brussolo“ ir leidyklos ženklas, pavadinimo neįskaityti"
K00864,Pamela L. Travers,Merė Popins: Vyšnių gatvelėje ir kaimyniniai namai,"Spinta G, 11 lentyna",Žagarinė priepirtis,17,12,Pamela Travers,Merė Popins,0.65,0.4,spine,,"mažesnė raudona knygelė su rausva juosta, įstatyta prie didžiojo tomo; pavadinimas įskaitomas tik iš dalies"
K00865,Cornelia Funke,Šiurpiomis vaiduoklių pėdomis,"Spinta G, 11 lentyna",Žagarinė priepirtis,17,14,Cornelia Funke,Šiurpiomis vaiduoklių pėdomis,1.15,0.9,spine,,nugarėlėje tik pavardė „Funke“
K00866,Otfried Preußler,Herbė ir jo draugas Cvotelis,"Spinta G, 11 lentyna",Žagarinė priepirtis,17,15,Otfried Preußler,Herbė ir jo draugas Cvotelis,1.15,0.9,spine,,nugarėlėje tik pavardė „Preußler“
K00867,,5640 patarlių ir priežodžių,"Spinta G, 11 lentyna",Žagarinė priepirtis,17,16,,5640 patarlių ir priežodžių,1,0.9,spine,,
K00868,,Lietuvių liaudies anekdotai,"Spinta G, 11 lentyna",Žagarinė priepirtis,17,17,,Lietuvių liaudies anekdotai,1,0.9,spine,,
K00869,,Barono Miunhauzeno nuotykiai,"Spinta G, 11 lentyna",Žagarinė priepirtis,17,19,,Barono Miunhauzeno nuotykiai,1,0.9,spine,,tamsiai ruda nugarėlė su oranžinėmis raidėmis
K00870,Astrid Lindgren,Rasmusas klajūnas,"Spinta G, 11 lentyna",Žagarinė priepirtis,17,21,Astrid Lindgren,Rasmusas Klajūnas,1.15,0.9,spine,,
K00871,,Trys dovanos,"Spinta G, 11 lentyna",Žagarinė priepirtis,17,22,,Trys dovanos,1,0.9,spine,,alyvuogių spalvos drobinis viršelis
K00872,,Stebuklingas ragas,"Spinta G, 11 lentyna",Žagarinė priepirtis,17,23,,Stebuklingas ragas,1,0.9,spine,,"raudonas drobinis viršelis, apačioje leidyklos ženklas"
K00873,,Aukso paukštė,"Spinta G, 11 lentyna",Žagarinė priepirtis,17,26,,Aukso paukštė,1,0.9,spine,,"tamsiai vyšninis viršelis, baltos raidės, viršuje ornamentas"
K00875,,Heraklis,"Spinta G, 12 lentyna",Žagarinė priepirtis,18,2,,Heraklis,1,0.8,spine,,šviesiai žalsva nugarėlė
K00876,,Rinktinės pasakos vaikams (1),"Spinta G, 12 lentyna",Žagarinė priepirtis,18,3,,Rinktinės pasakos vaikams,1,0.9,spine,,1 tomas; rausva nugarėlė
K00877,,Rinktinės pasakos vaikams (2),"Spinta G, 12 lentyna",Žagarinė priepirtis,18,4,,Rinktinės pasakos vaikams,1,0.9,spine,,2 tomas; rožinė nugarėlė
K00878,,Ankstyvojo ugdymo vadovas: vaikas iki trejų metų,"Spinta G, 12 lentyna",Žagarinė priepirtis,18,7,,Ankstyvojo ugdymo vadovas. Vaikas iki trejų metų,1,0.8,spine,,pirmas iš dviejų vienodų egzempliorių; autorių eilutė nugarėlėje neįskaitoma
K00061,,,"Spinta A, 2 lentyna",Žagarinė priepirtis,18,8,G. Chapman,,1,0.3,spine,,violetinė nugarėlė su žvaigždės iliustracija; įskaitoma tik autorių eilutė „G. Chapman ir …“
K00879,,Meškučių pasakelės prieš miegą,"Spinta G, 12 lentyna",Žagarinė priepirtis,18,14,,Meškiukų pasakėlės prieš miegą,0.75,0.9,spine,,kreminė nugarėlė
K00880,,Mažųjų skaitiniai,"Spinta G, 12 lentyna",Žagarinė priepirtis,18,20,,Mažųjų skaitiniai,1,0.9,spine,,didelio formato pilkšva nugarėlė
K00881,,Burtininkystė: Merlino paslapčių knyga,"Spinta G, 12 lentyna",Žagarinė priepirtis,18,21,,Burtininkystė. Merlino paslapčių knyga,1,0.9,spine,,tamsiai mėlyna nugarėlė
K00882,,Enciklopedija vaikams: apie Lietuvą,"Spinta G, 12 lentyna",Žagarinė priepirtis,18,22,,Enciklopedija vaikams apie Lietuvą,1,0.9,spine,,rusvai oranžinė nugarėlė
K00883,David Burnie,Dinozaurų enciklopedija,"Spinta G, 12 lentyna",Žagarinė priepirtis,18,23,David Burnie,Iliustruota dinozaurų enciklopedija,0.95,0.9,spine,,tamsiai mėlyna nugarėlė
K00885,Rosemary Wells; Susan Jeffers,Lesė grįžta,"Spinta G, 12 lentyna",Žagarinė priepirtis,18,26,"Wells, Jeffers",Lesė grįžta,1.15,0.9,spine,,pirmas iš dviejų vienodų egzempliorių; nugarėlėje „Wells · Jeffers“
K00884,Ezopas,Ezopo pasakėčios,"Spinta G, 12 lentyna",Žagarinė priepirtis,18,27,,Ezopo pasakėčios,1,0.9,spine,,serija „Mūsų knyga“
K01632,Artūras Dovydėnas,Pramoginiai laivai,"Spinta D (balta), spintelė (sportas, teisė)",Žagarinė salonas,1,1,Artūras Dovydėnas,Pramoginiai laivai,1.15,0.9,spine,,tamsiai mėlynas kietas viršelis
K01633,,Школа альпинизма,"Spinta D (balta), spintelė (sportas, teisė)",Žagarinė salonas,1,2,,Школа альпинизма,1,0.6,spine,,"rudas odinis viršelis, tekstas nugarėlėje apverstas; autoriaus nesimato"
K01634,,Человек открывает Землю,"Spinta D (balta), spintelė (sportas, teisė)",Žagarinė salonas,1,3,,Человек открывает Землю,1,0.9,spine,,"balta nugarėlė, apačioje juodas leidyklos ženklas; autorius nenurodytas nugarėlėje"
K01635,,Žygis per Atlantą / Across the Atlantic,"Spinta D (balta), spintelė (sportas, teisė)",Žagarinė salonas,1,4,,Žygis per Atlantą / Across the Atlantic,1,0.9,spine,,"kreminis viršelis, dvikalbis pavadinimas (LT ir EN); autoriaus nugarėlėje nematyti"
K01636,Keir Radnedge,Olympic World Records 2012,"Spinta D (balta), spintelė (sportas, teisė)",Žagarinė salonas,1,5,Keir Radnedge,Olympic and World Records 2012,1.04,0.9,spine,,oranžinė nugarėlė su olimpiniu ženklu
K01638,,Судебные речи известных русских юристов,"Spinta D (balta), spintelė (sportas, teisė)",Žagarinė salonas,1,7,,Судебные речи известных русских юристов,1,0.9,spine,,"storas tamsiai žalias perrištas tomas, pavadinimas ant priklijuotos popierinės etiketės"
K01639,,Rinktinės advokatų kalbos teisme,"Spinta D (balta), spintelė (sportas, teisė)",Žagarinė salonas,1,8,,Rinktinės advokatų kalbos teisme,1,0.9,spine,,bordinis kietas viršelis
K00065,,,"Spinta A, 3 lentyna",Žagarinė salonas,2,1,Карл Поппер,,1,0.6,spine,,juoda nugarėlė; matomas tik autorius ir tomo numeris „I“ (dviejų tomų komplektas su pos 2)
K00103,,,"Spinta A, 4 lentyna",Žagarinė salonas,2,2,Карл Поппер,,1,0.6,spine,,"juoda nugarėlė; tomas „II“, pavadinimo nugarėlėje nėra"
K00993,Friedrich Nietzsche (Фридрих Ницше),Сочинения (том 2),"Spinta H, 10 lentyna",Žagarinė salonas,2,3,Джон Локк,Сочинения. Том 1,1,0.9,spine,,"žalias odinis viršelis, serijos „Философское наследие“ ženklas; nugarėlėje „ЛОКК“"
K01000,Gottfried Wilhelm Leibniz (Лейбниц),Сочинения (том 4),"Spinta H, 10 lentyna",Žagarinė salonas,2,4,Джон Локк,Сочинения. Том 2,1,0.9,spine,,serija „Философское наследие“
K01015,José Ortega y Gasset (Х. Ортега-и-Гассет),Сочинения (том 1),"Spinta H, 12 lentyna",Žagarinė salonas,2,5,Джон Локк,Сочинения. Том 3,1,0.9,spine,,serija „Философское наследие“
K01646,F. W. J. Schelling (Шеллинг),Сочинения (2 tomas),"Spinta D (balta), filosofijos lentyna (viršutinė)",Žagarinė salonas,2,6,Фридрих Шеллинг,Сочинения. Том 2,0.65,0.9,spine,,"rudas viršelis, nugarėlėje „ШЕЛЛИНГ“, serija „Философское наследие“"
K01647,Alfonsas Maldonis,Rytas vakaras,"Spinta D (balta), filosofijos lentyna (viršutinė)",Žagarinė salonas,2,7,Alfonsas Maldonis,Rytas vakaras,1.15,0.9,spine,,nugarėlėje „A. MALDONIS • RYTAS VAKARAS“
K01648,Eduardas Selelionis,Sąžinė,"Spinta D (balta), filosofijos lentyna (viršutinė)",Žagarinė salonas,2,8,E. Selelionis,Sąžinė,1.15,0.9,spine,,kreminė drobinė nugarėlė
K00124,,,"Spinta A, 4 lentyna",Žagarinė salonas,2,9,S. Daukantas,,1,0.3,spine,,"žalia drobinė nugarėlė; matomas tik autorius, pavadinimo nėra"
K01649,,"Kur eini, žmogau","Spinta D (balta), filosofijos lentyna (viršutinė)",Žagarinė salonas,2,11,,"Kur eini, žmogau",1,0.9,spine,,juoda nugarėlė; autoriaus nugarėlėje nematyti
K01650,O. Šneidereitas (Otto Schneidereit),Prūsai,"Spinta D (balta), filosofijos lentyna (viršutinė)",Žagarinė salonas,2,12,O. Šneideraitis,Prūsai,1,0.9,spine,,raudonas odinis viršelis
K01651,Konstantinas Avižonis,Rinktiniai raštai (IV tomas),"Spinta D (balta), filosofijos lentyna (viršutinė)",Žagarinė salonas,2,13,K. Avižonis,Rinktiniai raštai IV,0.95,0.9,spine,,pilkas kartoninis aplankas (dėklas)
K01653,Piotras Kropotkinas (П. А. Кропоткин),Этика,"Spinta D (balta), filosofijos lentyna (apatinė)",Žagarinė salonas,3,1,П. А. Кропоткин,Этика,1.15,0.9,spine,,juodas įrišimas su auksinėmis juostelėmis
K01655,Kazimieras Narbutas (K. Narbutas),Raštai,"Spinta D (balta), filosofijos lentyna (apatinė)",Žagarinė salonas,3,3,K. Narbutas,Raštai,1.15,0.9,spine,,pilka nugarėlė su auksiniu užrašu
K00141,,,"Spinta A, 5 lentyna",Žagarinė salonas,3,5,Э. Дюркгейм,,1,0.6,spine,,"melsvai pilka nugarėlė, tik autoriaus pavardė ir serijos ženklas „СН“ (Социологическое наследие)"
K01658,Algirdas Julius Greimas,Semiotika,"Spinta D (balta), filosofijos lentyna (apatinė)",Žagarinė salonas,3,6,Algirdas Julius Greimas,Semiotika,1.15,0.9,spine,,žalsvai žydra nugarėlė
K00153,,,"Spinta A, 6 lentyna",Žagarinė salonas,3,7,Карл Густав Юнг,,1,0.6,spine,,"bordinis odinis įrišimas, ant nugarėlės tik autoriaus vardas auksu"
K00171,,,"Spinta A, 7 lentyna",Žagarinė salonas,3,8,Ибн Сина,,1,0.6,spine,,"rusvas įrišimas su ornamentiniu raštu, ant skydelio tik autoriaus vardas"
K01661,Viktoras Franklis (В. Франкл),Человек в поисках смысла,"Spinta D (balta), filosofijos lentyna (apatinė)",Žagarinė salonas,3,9,В. Франкл,Человек в поисках смысла,1.15,0.9,spine,,
K01662,,Западноевропейская философия XVII века,"Spinta D (balta), filosofijos lentyna (apatinė)",Žagarinė salonas,3,10,,Западноевропейская философия XVII века,1,0.9,spine,,pilkai melsva nugarėlė
K01663,J. V. Vinciūnas,Raštai,"Spinta D (balta), filosofijos lentyna (apatinė)",Žagarinė salonas,3,11,J. V. Vinciūnas,Raštai,1.15,0.9,spine,,juodas įrišimas su auksiniu užrašu
K01664,,Утопия и утопическое мышление,"Spinta D (balta), filosofijos lentyna (apatinė)",Žagarinė salonas,3,12,,Утопия и утопическое мышление,1,0.9,spine,,rudas įrišimas
K01665,Thomas Hobbes,Leviathan,"Spinta D (balta), filosofijos lentyna (apatinė)",Žagarinė salonas,3,13,Thomas Hobbes,Leviathan,1.15,0.9,spine,,"sena mėlyna drobinė nugarėlė, nutrinta"
K01666,Juozas Nekrošius,Tas akmenų švelnumas,"Spinta D (balta), filosofijos lentyna (apatinė)",Žagarinė salonas,3,14,Juozas Nekrošius,Tas akmenų švelnumas,1.15,0.9,spine,,gelsva nugarėlė
K01667,Robertas Keturakis,Saulabroliai,"Spinta D (balta), filosofijos lentyna (apatinė)",Žagarinė salonas,3,15,Robertas Keturakis,Saulabroliai,1.15,0.6,spine,,ant nugarėlės užrašas išskirtas tarpu: „SAULAB ROLIAI“
K01668,Petras Vaičiūnas,Pernykštis sniegas,"Spinta D (balta), filosofijos lentyna (apatinė)",Žagarinė salonas,3,16,,Pernykštis sniegas,1,0.9,spine,,"rusvai rožinė drobinė nugarėlė, rašytinis šriftas; autoriaus ant nugarėlės nėra"
K00186,,,"Spinta A, 8 lentyna (apatinė)",Žagarinė salonas,3,17,Petras Vaičiūnas,,1,0.6,spine,,"plona kreminė knyga su žaliu rėmeliu; ant nugarėlės tik autoriaus vardas, paskutinė lentynoje dešinėje"
K00613,Alma Čepienė,Moterų vergas,"Spinta D, 7 lentyna",Žagarinė salonas,5,1,Alma Čepienė,Moterų vergas,1.15,0.9,spine,,"raudona nugarėlė, apačioje Tyto alba ženklas"
K00614,Alma Čepienė,"Taip, madam... Ne, madam","Spinta D, 7 lentyna",Žagarinė salonas,5,2,Alma Čepienė,"Taip, madam... Ne, madam",1.15,0.9,spine,,"tamsiai mėlyna nugarėlė, rožinis šriftas"
K00615,,Apie muzikos būtį,"Spinta D, 7 lentyna",Žagarinė salonas,5,3,Donatas Katkus,Apie muzikos būtį,1,0.9,spine,,"juoda nugarėlė, balti dideli rašmenys"
K00187,,,"Spinta A, 8 lentyna (apatinė)",Žagarinė salonas,5,4,Donatas Katkus,,1,0.3,spine,,"antroje eilėje už juodos Katkaus knygos; balta knyga, matyti tik viršelio užrašas „Donatas K...“, pavadinimas uždengtas"
K00618,Vladas Rožėnas,"Viskas gerai, aš dar jaunas","Spinta D, 7 lentyna",Žagarinė salonas,5,5,Vladas Rožėnas,"Viskas gerai, aš dar jaunas",1.15,0.8,spine,,plona balta nugarėlė; autoriaus pavardė matoma nugarėlės apačioje
K00619,Algimantas Čekuolis,Staigmenos ir kiti žinomi dalykai,"Spinta D, 7 lentyna",Žagarinė salonas,5,6,Algimantas Čekuolis,Staigmenos ir kiti žinomi dalykai,1.15,0.9,spine,,
K00620,Juozas Erlickas,Aš moku augti,"Spinta D, 7 lentyna",Žagarinė salonas,5,7,Juozas Erlickas,Aš moku augti,1.15,0.9,spine,,
K00621,,History of Lithuania,"Spinta D, 7 lentyna",Žagarinė salonas,5,8,Juozas Erlickas,History of Lithuania,1,0.9,spine,,"žalias ąžuolo lapų viršelis su autoriaus portretu; pavadinimas ant knygos angliškas, knyga lietuviška"
K00623,Juozas Erlickas (?),Kitas pasaulis,"Spinta D, 7 lentyna",Žagarinė salonas,5,10,RoRa,kitas pasaulis,1,0.8,spine,,ant nugarėlės autorius nurodytas kaip „RoRa“; ant viršelio autoriaus vardas per smulkus perskaityti
K00302,Šv. ses. M. Faustina Kovalska,Dienoraštis,"Spinta B, 5 lentyna",Žagarinė salonas,5,18,Antanas Miškinis,Dienoraštis,1,0.9,cover,Zagarine Salonas 5_8.JPG,drobinis viršelis su mėlynais ornamentais
K00617,,Varpai 2010,"Spinta D, 7 lentyna",Žagarinė salonas,5,22,,Varpai,0.67,0.9,cover,Zagarine Salonas 5_12.JPG,"almanachas, 2010 (25), ISSN 1392-0669"
K00635,Leonardo Benevolo,Die Geschichte der Stadt,"Spinta D, 9 lentyna (apatinė)",Žagarinė salonas,7,1,Leonardo Benevolo,Die Geschichte der Stadt,1.15,0.9,spine,,"stora knyga, suplyšęs viršelis"
K00636,,"Malarstwo polskie: Manieryzm, Barok","Spinta D, 9 lentyna (apatinė)",Žagarinė salonas,7,2,,"Malarstwo polskie. Manieryzm, barok",1,0.9,spine,,
K00637,Alfonsas Maldonis,50 eilėraščių,"Spinta D, 9 lentyna (apatinė)",Žagarinė salonas,7,4,Alfonsas Maldonis,50 eilėraščių,1.15,0.9,spine,,serija „50 eilėraščių“
K00638,Silvija Laurenčikaitė,Mano laiko spalvos,"Spinta D, 9 lentyna (apatinė)",Žagarinė salonas,7,7,Silvija Laurenčikaitė,Mano laiko spalvos,1.15,0.9,spine,,
K00639,,Vyrai išplaukia į jūrą,"Spinta D, 9 lentyna (apatinė)",Žagarinė salonas,7,8,,Vyrai išplaukia į jūrą,1,0.9,spine,,"mėlyna drobė, kaligrafinis šriftas; autorius ant nugarėlės nenurodytas"
K00640,Aleksandras Guobys,Ugnies dainos (?),"Spinta D, 9 lentyna (apatinė)",Žagarinė salonas,7,9,Aleksandras Guobys,Mėnesio dainos,0.65,0.9,spine,,tamsiai mėlyna drobė
K00482,,Iš lietuvių kultūros istorijos,"Spinta D, 1 lentyna (viršutinė)",Žagarinė salonas,8,1,,Iš lietuvių kultūros istorijos,1,0.8,spine,,ruda drobė; nugarėlės apačioje romėniškas „II“ — antras tomas
K00483,,Tautinis mentalitetas,"Spinta D, 1 lentyna (viršutinė)",Žagarinė salonas,8,2,,Tautinis mentalitetas,1,0.85,spine,,žalia nugarėlė; autorius nematomas
K00484,,Lietuviai IX–XII amžiais,"Spinta D, 1 lentyna (viršutinė)",Žagarinė salonas,8,4,,Lietuviai IX–XII amžiais,1,0.85,spine,,smėlio spalvos nugarėlė su ornamentiniais rėmeliais; autorius nematomas
K00485,Aldonas Pupkis,Kalbos kultūros pagrindai,"Spinta D, 1 lentyna (viršutinė)",Žagarinė salonas,8,6,A. Pupkis,Kalbos kultūros pagrindai,1.15,0.9,spine,,oranžinė nugarėlė
K00486,,Baltų mitologijos ir ritualo tyrimai,"Spinta D, 1 lentyna (viršutinė)",Žagarinė salonas,8,7,,Baltų mitologijos ir ritualo tyrimai,1,0.85,spine,,marmurinio rašto viršelis; sudarytojas nenurodytas nugarėlėje
K00199,,,"Spinta A, 8 lentyna (apatinė)",Žagarinė salonas,8,8,P. Ruigys,,1,0.6,spine,,serija „Lituanistinė biblioteka“; nugarėlėje tik serijos pavadinimas ir autorius
K00248,,,"Spinta B, 2 lentyna",Žagarinė salonas,8,11,Mykolas Lietuvis,,1,0.6,spine,,serija „Lituanistinė biblioteka“; nugarėlėje tik serijos pavadinimas ir autorius
K01500,Leonas Karsavinas,Europos kultūros istorija (2 tomas),"Spinta J, 18 lentyna (kultūros istorija)",Žagarinė salonas,8,12,Leonas Karsavinas,Europos kultūros istorija,1.01,0.85,spine,,nugarėlėje tomo numeris „5“
K00311,,,"Spinta B, 5 lentyna",Žagarinė salonas,8,13,Marcelinas Ročka,,1,0.6,spine,,"balta nugarėlė, matomas tik autoriaus vardas; apačioje leidyklos „M“ ženklas"
K00493,,Lietuvių šeimos papročiai,"Spinta D, 1 lentyna (viršutinė)",Žagarinė salonas,8,15,,Lietuvių šeimos papročiai,1,0.8,spine,,šviesiai oranžinė nugarėlė; autorius nematomas
K00494,Paulius Galaunė,Lietuvių liaudies menas,"Spinta D, 1 lentyna (viršutinė)",Žagarinė salonas,8,16,Paulius Galaunė,Lietuvių liaudies menas,1.15,0.9,spine,,"tamsiai ruda oda, auksinės raidės"
K00495,Paparonis,Pasakų atošvaistos,"Spinta D, 1 lentyna (viršutinė)",Žagarinė salonas,8,17,Paparonis,Pasakų atošvaistos,1.15,0.85,spine,,
K00509,Antonio Tabucchi,Dreams of Dreams,"Spinta D, 1 lentyna (viršutinė)",Žagarinė salonas,8,20,Tabucchi,Dreams of Dreams,1.15,0.85,spine,,nugarėlėje tik pavardė „TABUCCHI“
K00510,Peter Kummer,Nieko nėra neįmanoma,"Spinta D, 1 lentyna (viršutinė)",Žagarinė salonas,8,21,Peter Kummer,Nieko nėra neįmanoma,1.15,0.9,spine,,
K01342,,Portretai: Salvadoras Dali ir Gala,"Spinta J, 3 niša (menininkų biografijos)",Žagarinė salonas,8,22,,Salvadoras Dali ir Gala,0.86,0.8,spine,,serija „Portretai“; autorius nugarėlėje nematomas
K00497,Algimantas Čekuolis,Šešios progos numirti,"Spinta D, 1 lentyna (viršutinė)",Žagarinė salonas,8,23,Algimantas Čekuolis,Šešios progos numirti,1.15,0.9,spine,,
K00498,,Apie monsinjorą Kazimierą Vasiliauską,"Spinta D, 1 lentyna (viršutinė)",Žagarinė salonas,8,24,Viktorija Daujotytė,Žmogus ir jo kalnas. Apie monsinjorą Kazimierą Vasiliauską,0.8,0.9,spine,,
K00500,Petras Repšys; Aurimas Švedas,Piešimas buvo tarsi durys,"Spinta D, 1 lentyna (viršutinė)",Žagarinė salonas,8,25,,Piešimas buvo tarsi durys,1,0.9,spine,,nugarėlėje „Petrą Repšį kalbina Aurimas Švedas“
K00501,,Vrubelis,"Spinta D, 1 lentyna (viršutinė)",Žagarinė salonas,8,26,,Vrubelis,1,0.8,spine,,"kreminė drobinė nugarėlė, nublukęs įspaudas; autorius nematomas"
K00502,,Šekspyras,"Spinta D, 1 lentyna (viršutinė)",Žagarinė salonas,8,27,,Šekspyras,1,0.85,spine,,rausva drobinė nugarėlė; autorius nematomas
K00504,,Balzakas,"Spinta D, 1 lentyna (viršutinė)",Žagarinė salonas,8,29,,Balzakas,1,0.85,cover,Zagarine Salonas 8_1.JPG,dešinysis lentynos galas; autorius nematomas
K00505,S. Kraniauskienė; S. Pocytė; R. Leiserowitz; I. Šutinienė,Klaipėdos kraštas 1945–1960 m.,"Spinta D, 1 lentyna (viršutinė)",Žagarinė salonas,8,30,"S. Kraniauskienė, S. Pocytė, R. Leiserowitz, I. Šutinienė",Klaipėdos kraštas 1945–1960 m.,1.15,0.85,cover,Zagarine Salonas 8_1.JPG,keturi autoriai nurodyti nugarėlėje
K00506,Vanda Ibianska,Gyvenimas kaip senas vynas,"Spinta D, 1 lentyna (viršutinė)",Žagarinė salonas,8,32,Vanda Ibianska,Gyvenimas kaip senas vynas,1.15,0.9,cover,Zagarine Salonas 8_1.JPG,
K00507,Józef Mackiewicz,Kelias į niekur,"Spinta D, 1 lentyna (viršutinė)",Žagarinė salonas,8,33,Józef Mackiewicz,Kelias į niekur,1.15,0.9,cover,Zagarine Salonas 8_1.JPG,
K00508,Žibutė Gadliauskienė (?),"Laiškai, kurių tu niekada negausi","Spinta D, 1 lentyna (viršutinė)",Žagarinė salonas,8,34,Živilė Galdikienė,"Laiškai, kurių tu niekada negausi",1,0.9,cover,Zagarine Salonas 8_1.JPG,paskutinė knyga dešiniajame lentynos gale
K00488,,Mikalojaus Daukšos Postilės prakalbos,"Spinta D, 1 lentyna (viršutinė)",Žagarinė salonas,8,35,Mikalojus Daukša,Postilės prakalbos,0.67,0.9,cover,Zagarine Salonas 8_3.JPG,lentynos nuotraukoje neatpažinta
K00512,,Pirmasis Lietuvos Statutas / Первый Литовский статут,"Spinta D, 2 lentyna",Žagarinė salonas,9,1,,Pirmasis Lietuvos Statutas / Первый Литовский Статут,1,0.9,spine,,balta nugarėlė su LPS monograma; apačioje „3“ – trečias tomas; tekstas lietuvių ir rusų kalbomis
K00513,,Lietuvos Respublikos Prezidentai,"Spinta D, 2 lentyna",Žagarinė salonas,9,2,,Lietuvos Respublikos Prezidentai,1,0.9,spine,,balta nugarėlė su trispalve ir juodais kvadratais
