Patalpa,Lentyna,Pozicija,Autorius,Pavadinimas,Kalba,Pasitikėjimas,Šaltinis,Viršelio nuotrauka,Pastaba
Žagarinė salonas,40,25,,Leonardo e dintorni / Leonardo & surrounding,IT,0.6,spine,,"knyga lentynoje stovi aukštyn kojomis; nugarėlėje numeris „2“, tekstas itališkai ir angliškai"
Žagarinė salonas,40,26,,Kansakunta kehyksissä,kita,0.9,spine,,suomių kalba; tamsiai žalsva nugarėlė
Žagarinė salonas,40,27,,Gaudi. Собор Святого Семейства,RU,0.6,spine,,"juoda nugarėlė, didelis užrašas „GAUDI“, šalia rusiškas paantraštis"
Žagarinė salonas,40,29,Jörg Zittlau,Žalioji arbata,LT,0.9,cover,Zagarine Salonas 40_1.JPG,lentynos nugarėlėse neatpažinta
Žagarinė salonas,40,30,P. Neris,Populiariszkas rankvedis fyzikos,LT,0.9,cover,Zagarine Salonas 40_2.JPG,"faksimilinis leidinys; originalas Shenandoah, Pa., 1899; lentynos nugarėlėse neatpažinta"
Žagarinė salonas,40,31,A. P. H. Oliver,The Country Life Guide to Shells of the World,EN,0.9,cover,Zagarine Salonas 40_3.JPG,artimiausias K00967 (0.31) iliustravo James Nicholls; lentynos nugarėlėse neatpažinta
Žagarinė salonas,40,32,K. Djurelas,Reliatyvumo teorijos abėcėlė,LT,0.9,cover,Zagarine Salonas 40_4.JPG,serija „Fizikos mokykla“ Nr. 4; lentynos nugarėlėse neatpažinta
Žagarinė salonas,40,33,J. Nainys,Pasakojimai apie elektrą,LT,0.9,cover,Zagarine Salonas 40_5.JPG,artimiausias K00628 (0.33) lentynos nugarėlėse neatpažinta
Žagarinė salonas,40,34,Maiklas Faradėjus,Žvakės istorija,LT,0.9,cover,Zagarine Salonas 40_6.JPG,artimiausias K00648 (0.4) lentynos nugarėlėse neatpažinta
Žagarinė salonas,40,35,Stasys Kirdeikis,Konstravimas laisvalaikiu,LT,0.9,cover,Zagarine Salonas 40_7.JPG,lentynos nugarėlėse neatpažinta
Žagarinė salonas,40,36,"Massimiliano Lisa, Mario Taddei, Edoardo Zanon",Leonardo da Vinci. Codice Atlantico / Codex Atlanticus,IT,0.9,cover,Zagarine Salonas 40_8.JPG,tekstas itališkai ir angliškai; lentynos nugarėlėse neatpažinta
Žagarinė salonas,40,37,,Rūdninkų Švč. Trejybės bažnyčiai 500 metų,LT,0.9,cover,Zagarine Salonas 40_10.JPG,artimiausias K00912 (0.22) paantraštė lenkiškai: „500-lecie kościoła p.w. Trójcy Przenajświętszej w Rudnikach“; lentynos nugarėlėse neatpažinta
Žagarinė salonas,40,38,Leila Lotti,"Suomen Gallupista, päivää!",kita,0.9,cover,Zagarine Salonas 40_11.JPG,suomių kalba; paantraštė „Suomalaisten arkea 60 vuotta“; lentynos nugarėlėse neatpažinta
Žagarinė salonas,40,39,,Rafaelis,LT,0.9,cover,Zagarine Salonas 40_12.JPG,lentynos nugarėlėse neatpažinta
Žagarinė salonas,40,40,,Imágenes de un mundo. Arte boliviano contemporáneo,kita,0.9,cover,Zagarine Salonas 40_13.JPG,ispanų ir vokiečių kalbomis („Bilder der einen Welt. Zeitgenössische Bolivianische Kunst“); parodos katalogas; lentynos nugarėlėse neatpažinta
Žagarinė salonas,40,41,,Petras Kalpokas,LT,0.9,cover,Zagarine Salonas 40_15.JPG,plonas dailės leidinys; lentynos nugarėlėse neatpažinta
Žagarinė salonas,40,42,В. Кулешова,Стасис Ушинскас,RU,0.9,cover,Zagarine Salonas 40_16.JPG,paantraštė „Театрально-декорационное и монументальное искусство“; lentynos nugarėlėse neatpažinta
Žagarinė salonas,40,43,,Portland Rose Garden,EN,0.9,cover,Zagarine Salonas 40_17.JPG,artimiausias K01845 (0.4) turistinis leidinys; lentynos nugarėlėse neatpažinta
Žagarinė salonas,40,44,,Remember to Never Forget,EN,0.9,cover,Zagarine Salonas 40_18.JPG,"„World Trade Center – The Pentagon – Flight 93“, Commemorative Book 2012; lentynos nugarėlėse neatpažinta"
Žagarinė salonas,40,45,,Fram. Frammuseet Oslo,EN,0.9,cover,Zagarine Salonas 40_19.JPG,"muziejaus gidas anglų, norvegų ir vokiečių kalbomis; lentynos nugarėlėse neatpažinta"
Žagarinė salonas,40,46,,Westminster Abbey,EN,0.9,cover,Zagarine Salonas 40_20.JPG,turistinis gidas; lentynos nugarėlėse neatpažinta
Žagarinė salonas,40,47,,A Book of England,EN,0.9,cover,Zagarine Salonas 40_21.JPG,artimiausias K01184 (0.4) senas drobinis viršelis; lentynos nugarėlėse neatpažinta
Žagarinė salonas,40,48,,Keliaujame į Italiją,LT,0.9,cover,Zagarine Salonas 40_22.JPG,paantraštė „Lietuviškų–itališkų pasikalbėjimų knygelė“; lentynos nugarėlėse neatpažinta
Žagarinė salonas,40,49,,Пещеры Киево-Печерской лавры,RU,0.9,cover,Zagarine Salonas 40_23.JPG,lentynos nugarėlėse neatpažinta
Žagarinė salonas,43,1,,,,0.3,spine,,"neįskaitoma: žalsva knyga kairiajame kadro krašte, beveik visiškai nukirsta"
Žagarinė salonas,43,2,,Pažadas,LT,0.6,spine,,tamsi nugarėlė su liepsnos atvaizdu; autorius nematomas
Žagarinė salonas,43,3,Antoine de Saint-Exupéry,Citadelė,LT,0.9,spine,,
Žagarinė salonas,43,4,Judy Allen,Neišaiškintos pasaulio mįslės,LT,0.9,spine,,artimiausias K01812 (0.4) 
Žagarinė salonas,43,5,Dr. F. Batmanghelidj,Jūsų kūnas šaukiasi vandens,LT,0.9,spine,,
Žagarinė salonas,43,9,,Тора. Пятикнижие и Гафтарот,RU,0.9,spine,,artimiausias K00686 (0.4) vyšninis odinis viršelis su auksine karūna; nugarėlėje ir hebrajiškas pavadinimas תורה חמשה חומשי
Žagarinė salonas,43,13,,,,0.3,spine,,neįskaitoma: žydras spiraliniu (vielos) įrišimu leidinys be matomo teksto — greičiausiai albumas arba sąsiuvinis
Žagarinė salonas,43,14,Česlovas Kudaba,,LT,0.4,spine,,"plona juoda nugarėlė; matomas tik autoriaus vardas, pavadinimą užstoja kaimyninė knyga"
Žagarinė salonas,43,16,,Lietuvos laukinės gamtos fotografija 2011,LT,0.9,spine,,artimiausias K00537 (0.29) 
Žagarinė salonas,43,18,,Čepkelių rezervatas,LT,0.9,spine,,
Žagarinė salonas,43,21,,Nemuno vingiuose,LT,0.8,spine,,"alyvuogių spalvos nugarėlė, raudonos raidės"
Žagarinė salonas,43,23,"Vykintas Vaitkevičius, Valentinas Baltrūnas",Lietuva. 101 įdomiausia vieta,LT,0.9,spine,,artimiausias K00650 (0.57) 
Žagarinė salonas,43,30,,Минск за один день,RU,0.8,spine,,plytų spalvos plona nugarėlė
Žagarinė salonas,43,31,,,,0.3,spine,,neįskaitoma: plonas leidinys su tamsia gamtos nuotrauka nugarėlėje; teksto nematyti
Žagarinė salonas,43,32,,,,0.3,spine,,neįskaitoma: plona kreminė brošiūra be matomo teksto
Žagarinė salonas,43,33,,,,0.3,spine,,neįskaitoma: antra plona kreminė brošiūra; nugarėlėje raudonų raidžių nuotrupos
Žagarinė salonas,43,34,,,,0.3,spine,,neįskaitoma: mėlynas leidinys su žemėlapiu ant viršelio (turizmo žemėlapis arba vadovas)
Žagarinė salonas,43,35,,,,0.3,spine,,neįskaitoma: baltas plonas leidinys — paskutinis dešinėje prie lentynos šono
Žagarinė salonas,43,36,Ayn Rand,,EN,0.5,spine,,"dviejų tomų komplektas dėtuvėje galinėje eilėje (tamsiai mėlyna ir vyšninė nugarėlės, ant mėlynosios matyti „AYN RAND“ ir žodžio „FOUNT…“ pradžia — greičiausiai „The Fountainhead“); pavadinimai užstoti priekinės eilės"
Žagarinė salonas,43,37,,,,0.3,spine,,"neįskaitoma: juoda knyga (arba dėžutė) su raudona juosta ir brūkšninio kodo lipduku, padėta galinėje eilėje už „Tūkstantmečio pranašysčių“"
Žagarinė salonas,43,38,,,,0.3,spine,,neįskaitoma: sidabriniu plastiku apvyniota knyga galinėje eilėje ties „Kretinga“; užrašų nematyti
Žagarinė salonas,44,1,,Mažoji vyno enciklopedija,LT,0.9,spine,,plona balta nugarėlė
Žagarinė salonas,44,2,,,,0.3,spine,,"neįskaitoma: kreminė knyga, atsukta lapų pjūviu į priekį; teksto nematyti"
Žagarinė salonas,44,4,Андрей Гапов,Выбираем травянистые многолетники с Андреем Гаповым,RU,0.8,spine,,serijos numeris 6
Žagarinė salonas,44,10,,"Sveikos mitybos vadovas. Maistas gydo, maistas kenkia",LT,0.9,spine,,artimiausias K00661 (0.6) Reader's Digest leidinys
Žagarinė salonas,44,12,,Sodo augalų,LT,0.5,spine,,"artimiausias K00667 (0.5) tamsiai žalia nugarėlė; matyti tik pradžia „SODO AUGALŲ“, likusi pavadinimo dalis užstota"
Žagarinė salonas,44,13,Klaas T. Noordhuis,David Austin Roses. Handbook of Roses 2012/13 European Edition,EN,0.8,spine,,"artimiausias K01707 (0.18) labai siaura nugarėlė, smulkus šriftas"
Žagarinė salonas,44,14,Katharina Adams,Buksmedis,LT,0.8,spine,,
Žagarinė salonas,44,15,Anja Flehmig,Sodo tvarkymas,LT,0.9,spine,,artimiausias K00667 (0.5) oranžinė nugarėlė
Žagarinė salonas,44,16,,David Austin. Handbook of Roses 2018/2019 European Edition,EN,0.9,spine,,"artimiausias K01707 (0.18) balta nugarėlė, katalogas"
Žagarinė salonas,44,17,,RHS Members' Handbook 2012,EN,0.9,spine,,
Žagarinė salonas,44,18,Д-р Д. Г. Хессайон,Все об альпинариях и водоеме в саду,RU,0.9,spine,,artimiausias K00664 (0.25) 
Žagarinė salonas,44,19,Jane Courtier,Mažasis sodas,LT,0.9,spine,,artimiausias K01848 (0.4) 
Žagarinė salonas,44,28,,,,0.3,spine,,"neįskaitoma: alyvinė knyga dešiniajame krašte, atsukta be nugarėlės teksto"
Žagarinė salonas,45,1,,,,0.3,spine,,"neįskaitoma: plona juoda knyga prie kairės sienelės, nugarėlė be matomo teksto"
Žagarinė salonas,45,3,,,,0.3,spine,,"neįskaitoma: tamsi ruda nugarėlė, beveik visiškai užstota; matyti tik viena šviesi raidė"
Žagarinė salonas,45,5,Rudolf Jaeger,Grillen wie die Weltmeister. Die besten Rezepte des deutschen Grillsportvereins,DE,0.9,spine,,artimiausias K01802 (0.58) nugarėlėje „Rudolf Jaeger (Hrsg.)“ — sudarytojas
Žagarinė salonas,45,7,,,,0.3,spine,,"neįskaitoma: kreminė nugarėlė su nuotrauka, teksto nesimato"
Žagarinė salonas,45,12,Elžbieta Monkevič,Žaidžiame virtuvėje,LT,0.9,spine,,
Žagarinė salonas,45,14,,prie stalo su Abraomu,LT,0.5,spine,,"artimiausias K01217 (0.33) alyvuogių spalvos nugarėlė, pavadinimas rašytiniu šriftu — paskutinis žodis perskaitytas nepatikimai"
Žagarinė salonas,45,17,,Prieskoniai ir žalumynai,LT,0.8,spine,,"raudona nugarėlė, tos pačios serijos kaip pos 18"
Žagarinė salonas,45,29,Джейми Оливер,Джейми дома. Через кухню – к лучшей жизни!,RU,0.9,spine,,
Žagarinė salonas,45,31,,,,0.3,spine,,"neįskaitoma: knyga su fotografija ant viršelio, stovi giliau už pos 32; nugarėlės nematyti"
Žagarinė salonas,45,34,,,,0.3,spine,,"neįskaitoma: didelio formato knyga su kraštovaizdžio nuotrauka, pasvirusi prie dešinės sienelės, atsukta viršeliu; teksto nematyti"
Žagarinė salonas,45,36,,,,0.3,spine,,"neįskaitoma: baltas plonas leidinys (galbūt žurnalas ar aplankas), gulintis ant pos 35"
Žagarinė salonas,46,3,,,,0.3,spine,,neįskaitoma: stora balta brošiūra be matomo teksto ant nugarėlės
Žagarinė salonas,46,4,,Spanorama Nr. 115,kita,0.6,spine,,"oro linijų žurnalas, „Mayo/May 2006“, ispanų/anglų k."
Žagarinė salonas,46,5,,,,0.3,spine,,neįskaitoma: plona šviesi brošiūra be teksto ant nugarėlės
Žagarinė salonas,46,6,,,,0.3,spine,,neįskaitoma: juodas aplankas / segtuvas be užrašo
Žagarinė salonas,46,7,,,,0.3,spine,,neįskaitoma: raudonas segtuvas su laisvais lapais
Žagarinė salonas,46,12,,Bowling Basics: A Step-by-Step Approach,EN,0.5,spine,,"smulkus tekstas, autorių pavardės neįskaitomos"
Žagarinė salonas,46,16,Darius Ereminas,Žmogaus galimybės skraidyti,LT,0.8,spine,,"mėlyna nugarėlė, vidurinis skyrius"
Žagarinė salonas,46,18,,,,0.3,spine,,"neįskaitoma: plona alyvuogių spalvos knyga, teksto nesimato"
Žagarinė salonas,46,21,,,,0.3,spine,,"neįskaitoma: kreminė knyga žaliu kraštu, teksto neįskaitoma"
Žagarinė salonas,46,22,B. Kasalauskas,,LT,0.4,spine,,matosi tik pavardė „B. KASALAUSKAS“
Žagarinė salonas,46,24,,,EN,0.3,spine,,"neįskaitoma: melsva knyga, nugarėlėje „…Songs for the…“ — likusi dalis neįskaitoma"
Žagarinė salonas,46,25,,,,0.3,spine,,neįskaitoma: juoda knyga be matomo teksto
Žagarinė salonas,46,26,,,,0.3,spine,,neįskaitoma: antra juoda knyga be matomo teksto
Žagarinė salonas,46,27,"Ilja Ilfas, Jevgenijus Petrovas",,LT,0.5,spine,,matosi tik autoriai; pavadinimas neįskaitomas
Žagarinė salonas,46,28,,Ekranas,LT,0.5,spine,,"kino žurnalo rinkinys, nugarėlėje „EKRANAS“ ir metai"
Žagarinė salonas,46,29,Ernesto Che Guevara,,,0.5,spine,,"tamsi nugarėlė, matosi tik autoriaus vardas"
Žagarinė salonas,46,32,,Gyvatės,LT,0.5,spine,,plona knygelė po „Garden Birds“
Žagarinė salonas,46,39,,Rygiškiai 2001-07-21. TV apybraiža „Tremties keliais“,LT,0.6,spine,,"plona balta nugarėlė, stovi dešinėje"
Žagarinė salonas,46,41,L. Kuprijanovičius,Biologiniai ritmai ir miegas,LT,0.6,cover,Zagarine Salonas 46_1.JPG,"geltonas viršelis, serija su „ŽS“ ženklu; autoriaus pavardė neryški"
